scores,mean_scores,record
0,0.0,1
1,0.5,1
0,0.3333333333333333,1
0,0.25,1
0,0.2,1
1,0.3333333333333333,1
0,0.2857142857142857,1
0,0.25,1
0,0.2222222222222222,1
0,0.2,1
0,0.18181818181818182,1
0,0.16666666666666666,1
0,0.15384615384615385,1
0,0.14285714285714285,1
0,0.13333333333333333,1
0,0.125,1
1,0.17647058823529413,1
0,0.16666666666666666,1
0,0.15789473684210525,1
1,0.2,1
0,0.19047619047619047,1
0,0.18181818181818182,1
0,0.17391304347826086,1
0,0.16666666666666666,1
0,0.16,1
0,0.15384615384615385,1
1,0.18518518518518517,1
0,0.17857142857142858,1
0,0.1724137931034483,1
0,0.16666666666666666,1
0,0.16129032258064516,1
0,0.15625,1
0,0.15151515151515152,1
0,0.14705882352941177,1
0,0.14285714285714285,1
0,0.1388888888888889,1
0,0.13513513513513514,1
0,0.13157894736842105,1
0,0.1282051282051282,1
0,0.125,1
1,0.14634146341463414,1
0,0.14285714285714285,1
0,0.13953488372093023,1
0,0.13636363636363635,1
0,0.13333333333333333,1
0,0.13043478260869565,1
0,0.1276595744680851,1
0,0.125,1
0,0.12244897959183673,1
0,0.12,1
0,0.11764705882352941,1
0,0.11538461538461539,1
0,0.11320754716981132,1
0,0.1111111111111111,1
0,0.10909090909090909,1
0,0.10714285714285714,1
0,0.10526315789473684,1
0,0.10344827586206896,1
0,0.1016949152542373,1
0,0.1,1
0,0.09836065573770492,1
0,0.0967741935483871,1
0,0.09523809523809523,1
0,0.09375,1
0,0.09230769230769231,1
0,0.09090909090909091,1
0,0.08955223880597014,1
0,0.08823529411764706,1
0,0.08695652173913043,1
0,0.08571428571428572,1
0,0.08450704225352113,1
0,0.08333333333333333,1
0,0.0821917808219178,1
0,0.08108108108108109,1
0,0.08,1
0,0.07894736842105263,1
0,0.07792207792207792,1
0,0.07692307692307693,1
0,0.0759493670886076,1
0,0.075,1
0,0.07407407407407407,1
0,0.07317073170731707,1
0,0.07228915662650602,1
0,0.07142857142857142,1
0,0.07058823529411765,1
0,0.06976744186046512,1
0,0.06896551724137931,1
0,0.06818181818181818,1
0,0.06741573033707865,1
0,0.06666666666666667,1
0,0.06593406593406594,1
0,0.06521739130434782,1
0,0.06451612903225806,1
0,0.06382978723404255,1
0,0.06315789473684211,1
0,0.0625,1
0,0.061855670103092786,1
0,0.061224489795918366,1
0,0.06060606060606061,1
0,0.06,1
0,0.0594059405940594,1
0,0.058823529411764705,1
0,0.05825242718446602,1
0,0.057692307692307696,1
0,0.05714285714285714,1
0,0.05660377358490566,1
0,0.056074766355140186,1
0,0.05555555555555555,1
0,0.05504587155963303,1
0,0.05454545454545454,1
0,0.05405405405405406,1
0,0.05357142857142857,1
0,0.05309734513274336,1
0,0.05263157894736842,1
0,0.05217391304347826,1
0,0.05172413793103448,1
