scores,mean_scores,record
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
0,0.0,1
1,0.02127659574468085,1
0,0.020833333333333332,1
0,0.02040816326530612,1
0,0.02,1
0,0.0196078431372549,1
0,0.019230769230769232,1
0,0.018867924528301886,1
0,0.018518518518518517,1
0,0.01818181818181818,1
0,0.017857142857142856,1
0,0.017543859649122806,1
0,0.017241379310344827,1
0,0.01694915254237288,1
0,0.016666666666666666,1
0,0.01639344262295082,1
0,0.016129032258064516,1
0,0.015873015873015872,1
0,0.015625,1
0,0.015384615384615385,1
0,0.015151515151515152,1
0,0.014925373134328358,1
0,0.014705882352941176,1
0,0.014492753623188406,1
0,0.014285714285714285,1
0,0.014084507042253521,1
0,0.013888888888888888,1
0,0.0136986301369863,1
0,0.013513513513513514,1
0,0.013333333333333334,1
0,0.013157894736842105,1
0,0.012987012987012988,1
0,0.01282051282051282,1
0,0.012658227848101266,1
0,0.0125,1
0,0.012345679012345678,1
0,0.012195121951219513,1
0,0.012048192771084338,1
0,0.011904761904761904,1
0,0.011764705882352941,1
0,0.011627906976744186,1
0,0.011494252873563218,1
0,0.011363636363636364,1
0,0.011235955056179775,1
0,0.011111111111111112,1
0,0.01098901098901099,1
0,0.010869565217391304,1
0,0.010752688172043012,1
0,0.010638297872340425,1
0,0.010526315789473684,1
0,0.010416666666666666,1
0,0.010309278350515464,1
0,0.01020408163265306,1
0,0.010101010101010102,1
0,0.01,1
0,0.009900990099009901,1
0,0.00980392156862745,1
0,0.009708737864077669,1
0,0.009615384615384616,1
0,0.009523809523809525,1
0,0.009433962264150943,1
0,0.009345794392523364,1
0,0.009259259259259259,1
0,0.009174311926605505,1
0,0.00909090909090909,1
0,0.009009009009009009,1
0,0.008928571428571428,1
0,0.008849557522123894,1
0,0.008771929824561403,1
0,0.008695652173913044,1
0,0.008620689655172414,1
0,0.008547008547008548,1
0,0.00847457627118644,1
0,0.008403361344537815,1
0,0.008333333333333333,1
0,0.008264462809917356,1
0,0.00819672131147541,1
0,0.008130081300813009,1
0,0.008064516129032258,1
0,0.008,1
0,0.007936507936507936,1
0,0.007874015748031496,1
0,0.0078125,1
0,0.007751937984496124,1
0,0.007692307692307693,1
0,0.007633587786259542,1
0,0.007575757575757576,1
0,0.007518796992481203,1
0,0.007462686567164179,1
0,0.007407407407407408,1
0,0.007352941176470588,1
0,0.0072992700729927005,1
0,0.007246376811594203,1
0,0.007194244604316547,1
0,0.007142857142857143,1
0,0.0070921985815602835,1
0,0.007042253521126761,1
0,0.006993006993006993,1
0,0.006944444444444444,1
0,0.006896551724137931,1
0,0.00684931506849315,1
0,0.006802721088435374,1
0,0.006756756756756757,1
0,0.006711409395973154,1
0,0.006666666666666667,1
0,0.006622516556291391,1
0,0.006578947368421052,1
0,0.006535947712418301,1
0,0.006493506493506494,1
0,0.0064516129032258064,1
0,0.00641025641025641,1
0,0.006369426751592357,1
0,0.006329113924050633,1
0,0.006289308176100629,1
0,0.00625,1
0,0.006211180124223602,1
0,0.006172839506172839,1
0,0.006134969325153374,1
0,0.006097560975609756,1
0,0.006060606060606061,1
0,0.006024096385542169,1
0,0.005988023952095809,1
0,0.005952380952380952,1
0,0.005917159763313609,1
0,0.0058823529411764705,1
0,0.005847953216374269,1
0,0.005813953488372093,1
0,0.005780346820809248,1
0,0.005747126436781609,1
0,0.005714285714285714,1
0,0.005681818181818182,1
0,0.005649717514124294,1
0,0.0056179775280898875,1
0,0.00558659217877095,1
0,0.005555555555555556,1
0,0.0055248618784530384,1
0,0.005494505494505495,1
0,0.00546448087431694,1
0,0.005434782608695652,1
0,0.005405405405405406,1
0,0.005376344086021506,1
0,0.0053475935828877,1
0,0.005319148936170213,1
0,0.005291005291005291,1
0,0.005263157894736842,1
0,0.005235602094240838,1
0,0.005208333333333333,1
0,0.0051813471502590676,1
0,0.005154639175257732,1
0,0.005128205128205128,1
0,0.00510204081632653,1
0,0.005076142131979695,1
0,0.005050505050505051,1
0,0.005025125628140704,1
0,0.005,1
0,0.004975124378109453,1
0,0.0049504950495049506,1
0,0.0049261083743842365,1
0,0.004901960784313725,1
0,0.004878048780487805,1
0,0.0048543689320388345,1
0,0.004830917874396135,1
0,0.004807692307692308,1
0,0.004784688995215311,1
0,0.004761904761904762,1
0,0.004739336492890996,1
0,0.0047169811320754715,1
0,0.004694835680751174,1
0,0.004672897196261682,1
0,0.004651162790697674,1
0,0.004629629629629629,1
0,0.004608294930875576,1
0,0.0045871559633027525,1
0,0.0045662100456621,1
0,0.004545454545454545,1
0,0.004524886877828055,1
0,0.0045045045045045045,1
0,0.004484304932735426,1
0,0.004464285714285714,1
0,0.0044444444444444444,1
0,0.004424778761061947,1
0,0.004405286343612335,1
0,0.0043859649122807015,1
0,0.004366812227074236,1
0,0.004347826086956522,1
0,0.004329004329004329,1
0,0.004310344827586207,1
0,0.004291845493562232,1
0,0.004273504273504274,1
0,0.00425531914893617,1
0,0.00423728813559322,1
0,0.004219409282700422,1
0,0.004201680672268907,1
0,0.0041841004184100415,1
0,0.004166666666666667,1
0,0.004149377593360996,1
0,0.004132231404958678,1
0,0.00411522633744856,1
0,0.004098360655737705,1
0,0.004081632653061225,1
0,0.0040650406504065045,1
